ID	Range	genotype	experiment	sublock	Block	WHOLE WEIGHT (g)	W.W-COBS	20 KERNELS WEIGHT	COB LENGTH (CM)	COB DIA MM
21HL_JY0254	6	BGEM-0180-S	HN	sb3	bk1	55.8666666666667	39.5666666666667	6.13333333333333	14.0333333333333	23.7
21HL_JY0255	6	B73	HN	sb3	bk1	83.7666666666667	61.3666666666667	4.53333333333333	12.9	29.6666666666667
21HL_JY0256	6	BGEM-0197-S	HN	sb3	bk1	109.466666666667	88.5	3.8	13.3666666666667	28
21HL_JY0257	6	BGEM-0216-N	HN	sb3	bk1	47.4333333333333	36.1	5.16666666666667	12.1666666666667	21.6333333333333
21HL_JY0258	6	B73	HN	sb3	bk1	94.6666666666667	72	3.5	14	29.1
21HL_JY0259	6	BGEM-0125-N	HN	sb3	bk1	75.2	60.9333333333333	4.63333333333333	12.6666666666667	22.5666666666667
21HL_JY0260	6	BGEM-0101-S_ Mo17	HN	sb3	bk1	225.866666666667	190.366666666667	5.6	19.3666666666667	26.3
21HL_JY0261	6	BGEM-0045-N_ B73	HN	sb3	bk1	218.033333333333	179.433333333333	5.86666666666667	19.6	26.1
21HL_JY0262	6	BGEM-0126-N_ B73	HN	sb3	bk1	255.2	216.9	5.03333333333333	19.5666666666667	26.7666666666667
21HL_JY0263	6	BGEM-0092-S_ Mo17	HN	sb3	bk1	188.966666666667	164.9	6.96666666666667	20.8666666666667	22.4666666666667
21HL_JY0264	6	BGEM-0066-N_ B73	HN	sb3	bk1	203.833333333333	173.833333333333	4.7	19.8	24.7666666666667
21HL_JY0265	6	BGEM-0185-N_ B73	HN	sb3	bk1	221.3	184.7	5.26666666666667	19.8333333333333	27.6
21HL_JY0266	6	B73	HN	sb3	bk1	124.3	98.8333333333333	4.5	14.1	28.8
21HL_JY0267	6	BGEM-0004-N_ B73	HN	sb3	bk1	183.6	153.2	5.76666666666667	17.7666666666667	26.1
21HL_JY0268	6	BGEM-0256-N_ B73	HN	sb3	bk1	191.3	160.566666666667	5.23333333333333	19.0333333333333	26.2
21HL_JY0269	6	BGEM-0243-S_ Mo17	HN	sb3	bk1	249.633333333333	215.833333333333	6.06666666666667	22.6	24.6
21HL_JY0270	6	B73	HN	sb3	bk1	98.7333333333333	71.8666666666667	4.03333333333333	14.1333333333333	30.2333333333333
21HL_JY0271	6	BGEM-0034-S_ Mo17	HN	sb3	bk1	177.5	148.5	5.33333333333333	20.4	22.4666666666667
21HL_JY0272	6	BGEM-0063-N_ B73	HN	sb3	bk1	186.266666666667	155.166666666667	4.63333333333333	17.8666666666667	26.3666666666667
21HL_JY0273	6	BGEM-0164-S_ Mo17	HN	sb3	bk1	196.066666666667	169.933333333333	5.7	21.0666666666667	22.5333333333333
21HL_JY0274	6	BGEM-0027-S_ Mo17	HN	sb3	bk1	197.633333333333	167.966666666667	6.13333333333333	20.5333333333333	22.9666666666667
21HL_JY0275	6	BGEM-0207-N_ B73	HN	sb3	bk1	174	141.466666666667	4.5	18.4666666666667	25
21HL_JY0276	6	BGEM-0165-S	HN	sb4	bk1	77.5666666666667	57.4666666666667	6.43333333333333	12.7666666666667	25.8666666666667
21HL_JY0277	6	BGEM-0168-S	HN	sb4	bk1	78.6	65.3333333333333	4.86666666666667	13.5333333333333	19.8
21HL_JY0278	6	B73	HN	sb4	bk1	132.833333333333	107.233333333333	4.5	13.5	29.6
21HL_JY0279	6	BGEM-0217-S	HN	sb4	bk1	131.733333333333	107.166666666667	5.36666666666667	14.0333333333333	27.7666666666667
21HL_JY0280	6	BGEM-0033-S	HN	sb4	bk1	42.4666666666667	33.6	4.03333333333333	10.5333333333333	19.5333333333333
21HL_JY0281	6	BGEM-0236-S	HN	sb4	bk1	75.5	60.4666666666667	5.56666666666667	12.0333333333333	22.9666666666667
21HL_JY0282	6	BGEM-0215-N	HN	sb4	bk1	65.8666666666667	43.7666666666667	5.26666666666667	15.0333333333333	24.6
21HL_JY0283	6	BGEM-0044-S	HN	sb4	bk1	102.5	80.1	5.7	15.9666666666667	24.6
21HL_JY0284	6	B73	HN	sb4	bk1	60.2	40.4666666666667	4.03333333333333	13.3666666666667	27.7333333333333
21HL_JY0285	6	BGEM-0105-N_ B73	HN	sb4	bk1	231.266666666667	188.766666666667	5	21.7666666666667	28.5666666666667
21HL_JY0286	6	BGEM-0044-S_ Mo17	HN	sb4	bk1	210.666666666667	179.633333333333	5.86666666666667	21.9666666666667	24.3333333333333
21HL_JY0287	6	BGEM-0124-N_ B73	HN	sb4	bk1	197.533333333333	165.7	5.6	17.6666666666667	25.1
21HL_JY0288	6	BGEM-0260-N_ B73	HN	sb4	bk1	157.866666666667	134.033333333333	4.63333333333333	15.4666666666667	25.1333333333333
21HL_JY0289	6	BGEM-0106-N_ B73	HN	sb4	bk1	203.2	169.4	4.6	19.7	27.1333333333333
21HL_JY0290	6	B73	HN	sb4	bk1	70.4333333333333	56.7333333333333	4.53333333333333	11.4666666666667	25.3333333333333
21HL_JY0291	6	BGEM-0125-N_ B73	HN	sb4	bk1	207.866666666667	178.166666666667	5.2	18.2666666666667	26.9666666666667
21HL_JY0292	6	BGEM-0242-N_ B73	HN	sb4	bk1	232.4	199.433333333333	6.03333333333333	19.7	26.6
21HL_JY0293	6	BGEM-0080-S_ Mo17	HN	sb4	bk1	245.966666666667	210.5	6.76666666666667	21.8333333333333	24.9333333333333
21HL_JY0294	6	BGEM-0192-N_ B73	HN	sb4	bk1	180.7	153.866666666667	4.36666666666667	19.1666666666667	25.6333333333333
21HL_JY0295	6	BGEM-0146-N_ B73	HN	sb4	bk1	211.366666666667	175.566666666667	5.83333333333333	20	25.4333333333333
21HL_JY0296	6	B73	HN	sb4	bk1	64.9333333333333	50.2333333333333	4.4	11.3333333333333	27.5666666666667
21HL_JY0297	6	BGEM-0175-S_ Mo17	HN	sb4	bk1	238.733333333333	203.1	6.96666666666667	22.0666666666667	23.8666666666667
21HL_JY0298	6	BGEM-0235-N_ B73	HN	sb4	bk1	184.666666666667	155.9	4.93333333333333	18.0333333333333	25.2
21HL_JY0299	6	BGEM-0253-N_ B73	HN	sb4	bk1	191.266666666667	156.266666666667	4.93333333333333	19.1666666666667	26.2666666666667
21HL_JY0300	6	BGEM-0140-N_ B73	HN	sb4	bk1	225.266666666667	187.866666666667	5.73333333333333	20.2333333333333	27.5666666666667
21HL_JY0301	7	BGEM-0027-S	HN	sb1	bk2	49.2	30.5	5.8	11.25	25.45
21HL_JY0302	7	B73	HN	sb1	bk2	61	43.3666666666667	4.2	12.3	24.6
21HL_JY0303	7	BGEM-0159-S	HN	sb1	bk2	56.4333333333333	39.1	5.8	11.9	25.1333333333333
21HL_JY0304	7	BGEM-0192-N	HN	sb1	bk2	33.3333333333333	21.9	4.46666666666667	11.2	20.6
21HL_JY0305	7	BGEM-0021-S	HN	sb1	bk2	67.2	51.35	5.7	12.35	24.4
21HL_JY0306	7	B73	HN	sb1	bk2	68.8666666666667	52.5333333333333	4.56666666666667	11.8	26.7666666666667
21HL_JY0307	7	BGEM-0216-N	HN	sb1	bk2	63.65	52.35	4.85	11.3	21.7
21HL_JY0308	7	BGEM-0088-N	HN	sb1	bk2	38.2333333333333	20.8	3.33333333333333	12.3666666666667	23.5
21HL_JY0309	7	BGEM-0060-S	HN	sb1	bk2	64.9666666666667	51.6333333333333	4.6	11.0333333333333	22.6333333333333
21HL_JY0310	7	BGEM-0103-N	HN	sb1	bk2	74.9	58.7333333333333	4.06666666666667	12.4	24.0666666666667
21HL_JY0311	7	BGEM-0188-S	HN	sb1	bk2	46.0333333333333	30.7666666666667	4.23333333333333	14.9333333333333	20.9333333333333
21HL_JY0312	7	BGEM-0197-S	HN	sb1	bk2	58.7333333333333	44.2666666666667	3.73333333333333	11.3	26.9666666666667
21HL_JY0313	7	BGEM-0121-N	HN	sb1	bk2	69.9666666666667	57.1666666666667	5.56666666666667	12.2	21.5
21HL_JY0314	7	BGEM-0183-N	HN	sb1	bk2	110.333333333333	85.3	5.76666666666667	16.7333333333333	26.7
21HL_JY0315	7	BGEM-0191-N	HN	sb1	bk2	50.5333333333333	38.4333333333333	4.36666666666667	11.3666666666667	20.3
21HL_JY0316	7	BGEM-0198-S	HN	sb1	bk2	40.1	27.0666666666667	3.66666666666667	11.9	21.0333333333333
21HL_JY0317	7	B73	HN	sb1	bk2	74.5333333333333	57.8333333333333	4.13333333333333	11.7	26.3
21HL_JY0318	7	BGEM-0160-S	HN	sb1	bk2	45.3666666666667	32.1	4.5	12.8666666666667	18.7333333333333
21HL_JY0319	7	B73	HN	sb1	bk2	76.8333333333333	53.5666666666667	4.96666666666667	12.1666666666667	26.7
21HL_JY0320	7	BGEM-0264-S	HN	sb1	bk2	56.95	41.6	5.85	11.05	20.8
21HL_JY0321	7	B73	HN	sb1	bk2	79.4666666666667	58	4.6	13.0333333333333	27.8
21HL_JY0323	7	BGEM-0235-N	HN	sb1	bk2	66.1	43.0333333333333	5.63333333333333	11.8333333333333	25.7333333333333
21HL_JY0324	7	BGEM-0181-N	HN	sb1	bk2	56.5	40.2	6.4	13.05	26.85
21HL_JY0325	7	BGEM-0182-N	HN	sb1	bk2	93.3333333333333	67.3333333333333	4.76666666666667	14.5	24.2666666666667
21HL_JY0326	7	B73	HN	sb2	bk2	74.9333333333333	56.6333333333333	4.26666666666667	11.9333333333333	26.6
21HL_JY0327	7	BGEM-0132-N_ B73	HN	sb2	bk2	197.133333333333	167.433333333333	5.3	18.2666666666667	26.6666666666667
21HL_JY0328	7	BGEM-0210-N_ B73	HN	sb2	bk2	176.7	151.4	5.2	18.6666666666667	23.3
21HL_JY0329	7	BGEM-0221-S_ Mo17	HN	sb2	bk2	157.566666666667	134.033333333333	6.23333333333333	17.9666666666667	23.4333333333333
21HL_JY0330	7	BGEM-0018-S_ Mo17	HN	sb2	bk2	151.766666666667	129.433333333333	6.3	18.2333333333333	23.5333333333333
21HL_JY0331	7	BGEM-0085-N_ B73	HN	sb2	bk2	132.233333333333	108.966666666667	3.5	17.1666666666667	24.9
21HL_JY0332	7	BGEM-0122-N_ B73	HN	sb2	bk2	159.8	135.1	4.1	16.6666666666667	25.5333333333333
21HL_JY0333	7	BGEM-0032-S_ Mo17	HN	sb2	bk2	131.933333333333	111.2	5.23333333333333	18.1	22.3
21HL_JY0334	7	BGEM-0248-N_ B73	HN	sb2	bk2	136.133333333333	108.6	4.5	17.7	27.3
21HL_JY0335	7	BGEM-0081-S_ Mo17	HN	sb2	bk2	148.666666666667	130.2	4.73333333333333	17.9333333333333	22.0666666666667
21HL_JY0336	7	BGEM-0129-N_ B73	HN	sb2	bk2	162.633333333333	138.5	4.63333333333333	16.9	24.1666666666667
21HL_JY0337	7	BGEM-0039-N_ B73	HN	sb2	bk2	206.266666666667	171	5.63333333333333	17.5	27.8666666666667
21HL_JY0338	7	BGEM-0118-S_ Mo17	HN	sb2	bk2	212.566666666667	179.366666666667	7.83333333333333	21.6	23.8333333333333
21HL_JY0339	7	B73	HN	sb2	bk2	74.7333333333333	58.8333333333333	4.63333333333333	13.8	25.7
21HL_JY0340	7	BGEM-0046-N_ B73	HN	sb2	bk2	207.033333333333	175.9	5.23333333333333	18.5	25.3
21HL_JY0341	7	BGEM-0181-N_ B73	HN	sb2	bk2	173.6	148.166666666667	5.16666666666667	17.2333333333333	26.4333333333333
21HL_JY0343	7	B73	HN	sb2	bk2	75.7	62.0666666666667	4.03333333333333	11.8333333333333	25
21HL_JY0344	7	BGEM-0209-N	HN	sb2	bk2	81.2666666666667	57.0666666666667	4.63333333333333	14.4666666666667	24.0666666666667
21HL_JY0345	7	BGEM-0228-N	HN	sb2	bk2	72.8666666666667	53.9333333333333	6.4	12.1	22.7666666666667
21HL_JY0346	7	BGEM-0219-S	HN	sb2	bk2	54.6333333333333	40.7	5.33333333333333	13.4666666666667	18.6666666666667
21HL_JY0347	7	BGEM-0092-S	HN	sb2	bk2	55.4333333333333	33.7	6.66666666666667	15	23.1
21HL_JY0348	7	BGEM-0114-S	HN	sb2	bk2	62.1333333333333	43.2666666666667	5.2	13.9666666666667	22.7
21HL_JY0349	7	BGEM-0078-S	HN	sb2	bk2	39.4666666666667	25.2333333333333	4	11.0666666666667	22.1666666666667
21HL_JY0350	7	BGEM-0039-N	HN	sb2	bk2	85.6666666666667	56.0666666666667	4.56666666666667	14.7	27.1666666666667
21HL_JY0351	8	BGEM-0071-S	HN	sb1	bk2	15.6	11.7	3.5	8	15.3
21HL_JY0352	8	BGEM-0077-S	HN	sb1	bk2	55.5	36.7	4.5	13.2666666666667	22.6666666666667
21HL_JY0353	8	B73	HN	sb1	bk2	43.7666666666667	29.7333333333333	4.56666666666667	10.1	26.8
21HL_JY0354	8	BGEM-0081-S	HN	sb1	bk2	14.5666666666667	5.23333333333333	5.2	10.9666666666667	25.5
21HL_JY0355	8	BGEM-0167-S	HN	sb1	bk2	72.7	47.3333333333333	4.53333333333333	14.1	26.0333333333333
21HL_JY0356	8	BGEM-0125-N	HN	sb1	bk2	85.3333333333333	69.6333333333333	4.6	13.2	22.9333333333333
21HL_JY0357	8	BGEM-0130-N	HN	sb1	bk2	59.7	44.8	3.93333333333333	13.3666666666667	21.9666666666667
21HL_JY0358	8	BGEM-0210-N	HN	sb1	bk2	58.0333333333333	44.8	3.73333333333333	12.7	19.1333333333333
21HL_JY0359	8	BGEM-0158-S	HN	sb1	bk2	51.7	21.0333333333333	4.06666666666667	16.1	26.6
21HL_JY0360	8	BGEM-0069-S	HN	sb1	bk2	39.0666666666667	11.6	4.26666666666667	14.9333333333333	25.2333333333333
21HL_JY0361	8	BGEM-0164-S	HN	sb1	bk2	91.7	74.5333333333333	5.63333333333333	14.8333333333333	21
21HL_JY0362	8	BGEM-0106-N	HN	sb1	bk2	96.8333333333333	74.6	4.83333333333333	16.5666666666667	22.3666666666667
21HL_JY0363	8	BGEM-0226-S	HN	sb1	bk2	91.6	74.5666666666667	4.93333333333333	14.2666666666667	21.7666666666667
21HL_JY0364	8	BGEM-0051-S	HN	sb1	bk2	70.7	54.3333333333333	4.76666666666667	13.4333333333333	20.6
21HL_JY0365	8	BGEM-0249-N	HN	sb1	bk2	36.1333333333333	25.5	4.2	10.7666666666667	22.2
21HL_JY0366	8	BGEM-0180-S	HN	sb1	bk2	67.7	45.6333333333333	6.23333333333333	14.5666666666667	25.6333333333333
21HL_JY0367	8	BGEM-0174-N	HN	sb1	bk2	93.3666666666667	71.1333333333333	5.03333333333333	14.6333333333333	24.4333333333333
21HL_JY0368	8	BGEM-0211-N	HN	sb1	bk2	83.2	68.0333333333333	4.9	11.8666666666667	24.1666666666667
21HL_JY0369	8	BGEM-0147-S	HN	sb1	bk2	71.2	62.0333333333333	3.93333333333333	9.76666666666667	22.1333333333333
21HL_JY0370	8	BGEM-0173-S	HN	sb1	bk2	49.7333333333333	37.8	5	12.3333333333333	20.9333333333333
21HL_JY0371	8	B73	HN	sb1	bk2	51.4666666666667	40.8333333333333	3.63333333333333	9.8	24.5666666666667
21HL_JY0372	8	BGEM-0170-S	HN	sb1	bk2	50.3333333333333	35.2333333333333	4.7	12.9333333333333	20.5333333333333
21HL_JY0373	8	BGEM-0008-S	HN	sb1	bk2	27	20.4	5.03333333333333	9.33333333333333	19.0666666666667
21HL_JY0374	8	B73	HN	sb1	bk2	41.4333333333333	26.0333333333333	4.23333333333333	11.3	27.3666666666667
21HL_JY0375	8	BGEM-0161-S	HN	sb1	bk2	18.3333333333333	12.3	4.6	8.43333333333333	17.9333333333333
21HL_JY0376	8	BGEM-0056-S	HN	sb2	bk2	118.7	95.2333333333333	4.83333333333333	14.6	23.7
21HL_JY0377	8	BGEM-0146-N	HN	sb2	bk2	44.1333333333333	32.4666666666667	4.96666666666667	11	20.9333333333333
21HL_JY0378	8	BGEM-0116-S	HN	sb2	bk2	34.4666666666667	23.4	4.7	10.8666666666667	20.5666666666667
21HL_JY0379	8	BGEM-0080-S	HN	sb2	bk2	47.0333333333333	32	6.13333333333333	12.0333333333333	25.2
21HL_JY0380	8	BGEM-0024-S	HN	sb2	bk2	58.9	48.5666666666667	4.4	12.5	19.3666666666667
21HL_JY0381	8	BGEM-0029-S	HN	sb2	bk2	79.5333333333333	62.7333333333333	3.9	14.2666666666667	20.5
21HL_JY0382	8	B73	HN	sb2	bk2	82.6	64.3	4.26666666666667	12.2333333333333	27.5666666666667
21HL_JY0383	8	BGEM-0094-S	HN	sb2	bk2	37.5666666666667	27.3666666666667	3.36666666666667	9.66666666666667	22.9666666666667
21HL_JY0384	8	BGEM-0207-N	HN	sb2	bk2	83.9333333333333	63.6	4.73333333333333	14.3666666666667	20
21HL_JY0385	8	BGEM-0112-S	HN	sb2	bk2	49.3666666666667	36.6333333333333	5.1	11.5333333333333	20.0333333333333
21HL_JY0386	8	BGEM-0062-N	HN	sb2	bk2	97.1333333333333	71.8	5.66666666666667	15.7	24.5333333333333
21HL_JY0387	8	B73	HN	sb2	bk2	71.8	54.4	5	11.15	27.9
21hl_jy0388	8	BGEM-0006-S	HN	sb2	bk2	104.366666666667	87.3	4.96666666666667	13.3333333333333	23.4
21hl_jy0389	8	BGEM-0117-S	HN	sb2	bk2	37.1666666666667	24.4666666666667	4.33333333333333	12.3666666666667	20.8333333333333
21HL_JY0390	8	BGEM-0066-N	HN	sb2	bk2	39.8	22.5	5.1	16.1	21.7
21hl_jy0390	8	BGEM-0066-N	HN	sb2	bk2	44.7	27.75	5.05	14.25	22.05
21HL_JY0391	8	BGEM-0055-S	HN	sb2	bk2	44.4333333333333	29.3	3.93333333333333	11.5333333333333	23.4333333333333
21hl_jy0392	8	BGEM-0184-N	HN	sb2	bk2	40.1	22.5	4	13.6	20.8
21HL_JY0392	8	BGEM-0184-N	HN	sb2	bk2	67.7	48.5	3.95	15.25	25
21hl_jy0393	8	BGEM-0063-N	HN	sb2	bk2	41.0666666666667	23.2333333333333	3.63333333333333	13.5666666666667	22.6
21hl_jy0394	8	BGEM-0261-S	HN	sb2	bk2	60.9333333333333	48.1666666666667	5.36666666666667	12.7666666666667	19.4666666666667
21hl_jy0395	8	B73	HN	sb2	bk2	78.3	55.3666666666667	4.4	12.8333333333333	29.1666666666667
21hl_jy0396	8	BGEM-0053-S	HN	sb2	bk2	63.1333333333333	42.2333333333333	6.3	13.5666666666667	23.5666666666667
21HL_JY0397	8	BGEM-0111-S	HN	sb2	bk2	59.3666666666667	43.4666666666667	5.43333333333333	12.0666666666667	22.5666666666667
21HL_JY0399	8	BGEM-0087-N	HN	sb2	bk2	46.5	34.3666666666667	4	9.6	22.5333333333333
21HL_JY0400	8	BGEM-0144-N	HN	sb2	bk2	48.1666666666667	30.3666666666667	5.9	9.73333333333333	24.9
21HL_JY0401	9	BGEM-0028-S	HN	sb1	bk2	19.1333333333333	12.6333333333333	3.56666666666667	7.33333333333333	18.2333333333333
21HL_JY0402	9	BGEM-0023-S	HN	sb1	bk2	75.7666666666667	53.9666666666667	6.43333333333333	14.2666666666667	21.7666666666667
21HL_JY0404	9	BGEM-0134-S	HN	sb1	bk2	64.5	31.15	4.25	9.5	19.9
21HL_JY0405	9	BGEM-0091-N	HN	sb1	bk2	75.4333333333333	55.1	4.93333333333333	13.6333333333333	22.5333333333333
21HL_JY0406	9	BGEM-0150-S	HN	sb1	bk2	59.1	42.5	5.3	11.3	26.5333333333333
21HL_JY0407	9	BGEM-0175-S	HN	sb1	bk2	89.95	59.75	5.8	16.4	25.35
21hl_jy0407	9	BGEM-0175-S	HN	sb1	bk2	70.9	51.3	5	14	24.5
21hl_jy0408	9	BGEM-0011-S	HN	sb1	bk2	53.8666666666667	39.5666666666667	5.36666666666667	12.7	21.4
21hl_jy0409	9	BGEM-0178-S	HN	sb1	bk2	91.8	68.7	5.86666666666667	14.2	23.1666666666667
21HL_JY0410	9	BGEM-0063-N_ B73	HN	sb1	bk2	189.85	161.75	5.05	17.8	24.4
21hl_jy0410	9	BGEM-0063-N_ B73	HN	sb1	bk2	223.3	190.4	5.9	18.8	24.7
21HL_JY0411	9	BGEM-0164-S_ Mo17	HN	sb1	bk2	180.1	157.733333333333	5.83333333333333	18.1	22.8666666666667
21HL_JY0412	9	BGEM-0045-N_ B73	HN	sb1	bk2	162.566666666667	134.733333333333	4.83333333333333	17.2	24.3666666666667
21HL_JY0413	9	BGEM-0034-S_ Mo17	HN	sb1	bk2	112.1	93.7666666666667	5.7	14.8666666666667	21.6333333333333
21HL_JY0414	9	BGEM-0004-N_ B73	HN	sb1	bk2	251.2	206.4	5.96666666666667	20.9	27.3333333333333
21HL_JY0415	9	BGEM-0027-S_ Mo17	HN	sb1	bk2	174.133333333333	148.266666666667	6.06666666666667	18.5	23.2
21HL_JY0416	9	BGEM-0256-N_ B73	HN	sb1	bk2	209.766666666667	175.366666666667	5.26666666666667	19.6666666666667	25.2666666666667
21HL_JY0417	9	BGEM-0092-S_ Mo17	HN	sb1	bk2	201.933333333333	176.3	6.46666666666667	20.4666666666667	22.6
21HL_JY0418	9	BGEM-0126-N_ B73	HN	sb1	bk2	172.8	146.133333333333	4.46666666666667	16.6666666666667	23.8666666666667
21HL_JY0419	9	BGEM-0101-S_ Mo17	HN	sb1	bk2	210.7	180.266666666667	5.96666666666667	18.1333333333333	25.2666666666667
21HL_JY0420	9	BGEM-0243-S_ Mo17	HN	sb1	bk2	242.766666666667	208.5	7.3	22.2333333333333	24.0666666666667
21HL_JY0421	9	BGEM-0207-N_ B73	HN	sb1	bk2	190	155.1	5.63333333333333	19.3	23.6333333333333
21HL_JY0422	9	BGEM-0185-N_ B73	HN	sb1	bk2	263.5	221.266666666667	5.73333333333333	21.7666666666667	26.7333333333333
21HL_JY0423	9	B73	HN	sb1	bk2	62	42.5666666666667	5.03333333333333	12.9333333333333	28.7
21HL_JY0424	9	BGEM-0066-N_ B73	HN	sb1	bk2	167.566666666667	132.1	6	18.6	26.5666666666667
21HL_JY0425	9	B73	HN	sb1	bk2	61.6333333333333	44.9	5.06666666666667	11.4	26.3666666666667
21HL_JY0426	9	B73	HN	sb2	bk2	33.8	14.8666666666667	4.5	11.9666666666667	24.3333333333333
21HL_JY0427	9	BGEM-0082-S	HN	sb2	bk2	67.2	45.8333333333333	3	15.5	23.6
21HL_JY0428	9	BGEM-0031-S	HN	sb2	bk2	47.3	27.7	4.45	12.5	24
21HL_JY0429	9	B73	HN	sb2	bk2	40.8666666666667	24.2	4	11.2333333333333	26.9666666666667
21HL_JY0430	9	BGEM-0177-S	HN	sb2	bk2	69	53.3333333333333	3.73333333333333	12.1666666666667	21.3
21HL_JY0431	9	BGEM-0105-N	HN	sb2	bk2	74.1666666666667	47.5666666666667	2.73333333333333	18.1666666666667	26.1333333333333
21HL_JY0432	9	BGEM-0149-S	HN	sb2	bk2	43.0666666666667	34	3.76666666666667	10.5666666666667	20.4333333333333
21HL_JY0433	9	BGEM-0137-S	HN	sb2	bk2	60.6333333333333	41.2333333333333	4.06666666666667	15.0333333333333	23.8666666666667
21HL_JY0434	9	BGEM-0119-S	HN	sb2	bk2	35.1333333333333	26.0666666666667	3.96666666666667	9.8	23.2333333333333
21HL_JY0435	9	BGEM-0118-S	HN	sb2	bk2	45.3666666666667	29.8333333333333	4.56666666666667	12.8	20.2666666666667
21HL_JY0436	9	BGEM-0151-N	HN	sb2	bk2	88.8666666666667	68.6	6.6	16.4	23.7333333333333
21HL_JY0437	9	BGEM-0154-S	HN	sb2	bk2	21.6	11.7	5.1	10.2266666666667	20.3333333333333
21HL_JY0438	9	BGEM-0098-S	HN	sb2	bk2	69.0666666666667	54.4333333333333	5.83333333333333	13.4333333333333	20.9
21HL_JY0439	9	BGEM-0124-N	HN	sb2	bk2	50.0666666666667	30.1666666666667	5.56666666666667	12.3666666666667	23.7333333333333
21HL_JY0440	9	BGEM-0254-S	HN	sb2	bk2	66.1666666666667	57.0333333333333	3.26666666666667	11.1333333333333	18.0666666666667
21HL_JY0441	9	BGEM-0084-S	HN	sb2	bk2	97.9	76.0333333333333	4.3	14.1666666666667	23.7
21HL_JY0442	9	BGEM-0221-S	HN	sb2	bk2	113.033333333333	89.6666666666667	4.7	13.6	25.0333333333333
21HL_JY0443	9	B73	HN	sb2	bk2	98.6666666666667	75.5333333333333	4.23333333333333	13.7666666666667	25.3333333333333
21HL_JY0444	9	BGEM-0242-N	HN	sb2	bk2	61.5333333333333	37.9666666666667	6.63333333333333	16.6666666666667	24.0666666666667
21HL_JY0445	9	BGEM-0113-S	HN	sb2	bk2	60.6	41.6	5.13333333333333	14.2	22.3666666666667
21HL_JY0446	9	BGEM-0143-N	HN	sb2	bk2	82.4666666666667	64.0333333333333	4.5	13.8666666666667	21.5
21HL_JY0447	9	BGEM-0086-N	HN	sb2	bk2	47.3	33.6	4.1	9.36666666666667	27.5
21HL_JY0448	9	BGEM-0229-N	HN	sb2	bk2	46	27.8	6.5	11.4	24.0666666666667
21HL_JY0449	9	B73	HN	sb2	bk2	30.5	14.3666666666667	5.43333333333333	16.9	26.0333333333333
21HL_JY0450	9	BGEM-0085-N	HN	sb2	bk2	30.8	23.7666666666667	5.26666666666667	14.5	19.8333333333333
21HL_JY0451	10	BGEM-0106-N_ B73	HN	sb3	bk2	119.4	98.25	6.55	15.15	24.5
21HL_JY0452	10	BGEM-0146-N_ B73	HN	sb3	bk2	82.7333333333333	68.6	8.53333333333333	13.0333333333333	22.6333333333333
21HL_JY0453	10	BGEM-0125-N_ B73	HN	sb3	bk2	142.2	121.466666666667	5.13333333333333	14.8666666666667	25.2333333333333
21HL_JY0454	10	BGEM-0235-N_ B73	HN	sb3	bk2	197.966666666667	170.2	4.36666666666667	17.3666666666667	25.8666666666667
21HL_JY0455	10	B73	HN	sb3	bk2	65.4333333333333	42.5333333333333	4.83333333333333	13.4333333333333	29.4
21HL_JY0456	10	BGEM-0080-S_ Mo17	HN	sb3	bk2	236.3	202.566666666667	6.36666666666667	21.8	25.2333333333333
21HL_JY0457	10	BGEM-0175-S_ Mo17	HN	sb3	bk2	169.5	141.366666666667	6.76666666666667	19.5666666666667	22.9
21HL_JY0458	10	BGEM-0044-S_ Mo17	HN	sb3	bk2	217.7	219.3	5.23333333333333	21.1666666666667	23.7333333333333
21HL_JY0459	10	BGEM-0192-N_ B73	HN	sb3	bk2	174.466666666667	144.833333333333	3.96666666666667	19.3	25.3333333333333
21HL_JY0460	10	BGEM-0124-N_ B73	HN	sb3	bk2	191.466666666667	159.566666666667	5.7	18.5	25.4333333333333
21HL_JY0461	10	BGEM-0253-N_ B73	HN	sb3	bk2	189.3	160.566666666667	4.4	17.2666666666667	26.2666666666667
21HL_JY0462	10	BGEM-0140-N_ B73	HN	sb3	bk2	197.633333333333	170.433333333333	4.83333333333333	18.8	24.9
21HL_JY0463	10	BGEM-0242-N_ B73	HN	sb3	bk2	199.866666666667	170.6	5.13333333333333	19.0666666666667	25.4
21HL_JY0464	10	BGEM-0105-N_ B73	HN	sb3	bk2	180.7	145.833333333333	4.46666666666667	20.4666666666667	26.8666666666667
21HL_JY0465	10	BGEM-0260-N_ B73	HN	sb3	bk2	156.866666666667	131.9	4.8	16.2333333333333	25.9333333333333
21HL_JY0466	10	B73	HN	sb3	bk2	50.4	36.0666666666667	4.96666666666667	11.3333333333333	27.6333333333333
21HL_JY0467	10	B73	HN	sb3	bk2	54.2	39.5666666666667	4.63333333333333	11.3666666666667	27.2666666666667
21HL_JY0468	10	BGEM-0172-S	HN	sb3	bk2	33	25.5	3.2	9.1	21.5
21HL_JY0469	10	BGEM-0189-S	HN	sb3	bk2	72.1333333333333	51.4666666666667	6.73333333333333	12.5666666666667	26.9
21HL_JY0471	10	BGEM-0169-S	HN	sb3	bk2	39.3	28.35	4.5	10.575	24.55
21HL_JY0472	10	B73	HN	sb3	bk2	60.6	46.3	4.6	11.9	27.7
